#/**
#  *
#  * Bulgarian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Delyan Toshev
#  *
#  */
#
# ChangeLog:
#
# 2000-10-14  Delyan Toshev
#	* Initial translation
#
#reporting       feature_req     Feature Reqs

admin_add_language	submit	Submit
admin_approve_pending	add_this_custom_response	Add this custom response to canned responses	
admin_approve_pending	admin_approve_pending	Activate
admin_approve_pending	approve	Approve
admin_approve_pending	approve_all_on_this_page	Approve All On This Page
admin_approve_pending	approving_group		Approving Group:
admin_approve_pending	approving_pending_projects	Approving Pending Projects
admin_approve_pending	custom_response_title	Custom response title and text
admin_approve_pending	edit_project_details	[Edit Project Details]
admin_approve_pending	error_creating_group	Error creating group object
admin_approve_pending	error_group_rejection	Error during group rejection
admin_approve_pending	home_box	Home Box:
admin_approve_pending	manage_responses	(manage responses)
admin_approve_pending	no_pending_projects_to_approve	No Pending Projects to Approve
admin_approve_pending	none_found	None Found
admin_approve_pending	other_information	Other Information
admin_approve_pending	pending_projects	Pending projects:
admin_approve_pending	pending_reason	Pending reason:
admin_approve_pending	project_admin	Project Администриране
admin_approve_pending	submitted_description	Submitted Description:
admin_approve_pending	unix_group_name	Unix Group Name:
admin_approve_pending	view_edit_project_members	[View/Edit Project Members]
admin_database	add_an_already_active_database	Add an already active database
admin_database	added_already_active_database	added already active database
admin_database	count	Count
admin_database	display_database_type	Displaying Databases of Type:
admin_database	error_adding_database	Error Adding Database
admin_database	group	Group
admin_database	group_unix_name	Group Unix Name:
admin_database	no_databases_defined	No databases defined
admin_database	site_admin_groups_maintance	Site Admin: Groups' DB Maintenance
admin_database	statistics_for_project_database	Statistics for Project Databases
admin_database	type	Type
admin_database	unable_to_insert	Unable to insert already active database.
admin_groupedit	active	Active (A)
admin_groupedit	deleted	Deleted (D)
admin_groupedit	error	Error
admin_groupedit	error_creating_group_object	Error creating group object
admin_groupedit	holding	Holding (H)
admin_groupedit	incomplete	Incomplete (I)
admin_groupedit	instruction_email_sent	Instruction email sent
admin_groupedit	new_project_instruction_email	Resend New Project Instruction Email
admin_groupedit	no	Не
admin_groupedit	pending	Pending (P)
admin_groupedit	project_admin	[Project Admin]
admin_groupedit	public	Public?
admin_groupedit	registration_application	Registration Application:
admin_groupedit	status	Status
admin_groupedit	title	Site Admin: Group Info
admin_groupedit	unix_group_name	Unix Group Name:
admin_groupedit	update	Обновяване
admin_groupedit	updated	Updated
admin_groupedit	yes	Да
admin_grouplist	group_list	Group List
admin_grouplist	group_list_for_category	Group List for Category:
admin_grouplist	group_name_click_to_edit	Group Name (click to edit)
admin_grouplist	groups_that_begin_with	Groups that begin with
admin_grouplist	license	Лиценз
admin_grouplist	members	Members
admin_grouplist	public	Флаг за публичност
admin_grouplist	status	Статус
admin_grouplist	unix_name	Unix име
cronman	date	Дата
cronman	job	Job
cronman	message	Съобщение
admin_index	active_projects_count	Active projects: <strong>$1</strong>
admin_index	active_users_count	Active site users: <strong>$1</strong>
admin_index	add_delete_edit_file_types	Add, Delete, or Edit File Types
admin_index	add_delete_edit_laguage	Add, Delete, or Edit Supported Languages
admin_index	add_edit_delete_processors	Add, Delete, or Edit Processors
admin_index	add_edit_delete_themes	Add, Delete, or Edit Themes
admin_index	add_to_trove_map	Add to the Trove Map
admin_index	approve_reject	Approve/Reject
admin_index	cronman	Cron Manager
admin_index	deleted_status	(deleted) Status
admin_index	display_full_group	Display Full Group List/Edit Groups
admin_index	display_full_user_list	Display Full User List/Edit Users
admin_index	display_groups_beginning_with	Display Groups Beginning with :
admin_index	display_trove_map	Display Trove Map
admin_index	display_user_beginning_with	Display Users Beginning with :
admin_index	front_page_news	Front-page news
admin_index	get	get
admin_index	group_maintaince	Group Maintenance
admin_index	groups_with_status	Groups with status
admin_index	mail_engine	Mail Engine for $1 Subscribers
admin_index	new_project_approval	(New Project Approval)
admin_index	news	News
admin_index	pending_projects_count	Pending projects: <strong>$1</strong>
admin_index	pending_status	 (pending) Status
admin_index	private_groups	Private Groups
admin_index	project_active	Active (A)
admin_index	project_deleted	Deleted (D)
admin_index	project_pending	Pending (P)
admin_index	project_hold	Hold (H)
admin_index	project_database_administration	Project Database Administration
admin_index	register_new_project	Register New Project
admin_index	recent_logins	Recent logins
admin_index	registered_projects_count	Registered projects: <strong>$1</strong>
admin_index	search_groups	Search <em>(groupid, group unix name, full name)</em>
admin_index	search_users	Search <em>(userid, username, realname, email)</em>
admin_index	site_mailing_maintaince	Site Mailings Maintenance
admin_index	site_utilities	Site Utilities
admin_index	site_wide_stats	Site-Wide Stats
admin_index	stats	Stats
admin_index	title	Site Admin
admin_index	translation_file_tool	Translation file tool
admin_index	trove_project_tree	Trove Project Tree
admin_index	user_maintaince	User Maintenance
admin_index	virtual_host_admin_tool	Virtual Host Admin Tool
admin_loadtabfile	availaible_tables	Available Tables:
admin_loadtabfile	edit_dont_work	[edit(don t work)]
admin_loadtabfile	purge_loaded_data	Purge loaded data
admin_loadtabfile	reload_all_language_files	(Re)Load all language files
admin_loadtabfile	see_translations	[see translations]
admin_loadtabfile	see_untranslated	[see untranslated]
admin_loadtabfile	tables_loaded	Tables loaded
admin_loadtabfile	title	Site Admin
admin_massmail	active_deliveries	Active Deliveries
admin_massmail	all_project_admins	All Project Admins
admin_massmail	all_project_developers	All Project Developers
admin_massmail	all_users	All Users
admin_massmail	be_verry_carefull	Be <span style="color:red"><strong>VERY</strong></span> careful with this form, because submitting it WILL lead to sending email to lots of users.
admin_massmail	date	Date
admin_massmail	developers_test	Developers (test)
admin_massmail	error_scheduling_mailing	Error Scheduling Mailing, Could not schedule mailing, database error:
admin_massmail	id	ID
admin_massmail	last_user_id_mailed	Last user_id mailed
admin_massmail	mail_engine_for	Mail Engine for $1 Subscribers
admin_massmail	mailing_successfully_scheduled	Mailing successfully scheduled for delivery
admin_massmail	missing_parameter_empty_message	Missing parameter, You are trying to send empty message
admin_massmail	missing_parameter_proper_subject	Missing parameter, You must give proper subject to the mailing
admin_massmail	missing_parameter_select_target	Missing parameter, You must select target audience for mailing
admin_massmail	schedule_for_mailing	Schedule for Mailing
admin_massmail	select	(select)
admin_massmail	subject	Subject
admin_massmail	subscribers_to_additional_community	Subscribers to "Additional Community Mailings"
admin_massmail	subscribers_to_site_updates	Subscribers to "Site Updates"
admin_massmail	text_of_message	Text of Message
admin_massmail	title	Administrative Mass Mail Engine
admin_massmail	type	Type
admin_massmail	will_be_append	(will be appended with unsubscription information, if applicable)
admin_massmail_execute	completed_successfully	COMPLETED SUCCESSFULLY
admin_massmail_execute	querry_complete	Query Complete. Beginning mailings to 
admin_massmail_execute	receive_post	Received Post. Making Query.
admin_massmail_execute	sending_to	sending to
admin_massmail_execute	unrecognized_post	Unrecognized Post, cannot execute
admin_massmail_execute	user_id	User id:
admin_responses	add_response	Added Response
admin_responses	by_the_way	By the way, I didn't delete... just in case...
admin_responses	create	Create
admin_responses	create_new_response	Create New Response:
admin_responses	deleted_resposes	Deleted Response
admin_responses	edit_response	Edited Response
admin_responses	edit_response_other	Edit Response: 
admin_responses	existing_responses	Existing Responses: 
admin_responses	go	go
admin_responses	not_sure_dont_click	If you're aren't sure then why did you click 'Delete'?
admin_responses	response_text	Response Text:
admin_responses	response_title	Response Title: 
admin_responses	title	Site Admin: Edit Rejection Responses
admin_responses	yes_im_sure	Yes, I'm sure
admin_responses	you_cant	You can't $1 \"None\"!
admin_search	email	Email
admin_search	full_name	Full Name
admin_search	group_search_criteria	Group search with criteria
admin_search	id	ID
admin_search	index	Admin Search Results
admin_search	matches	matches
admin_search	member_since	Member since
admin_search	real_name	Real Name
admin_search	refusing_to_display_whole_db	Refusing to display whole DB,That would display whole DB.  Please use a CLI query if you wish to do this.
admin_search	registered	Registered
admin_search	status	Status
admin_search	unix_name	UNIX Name
admin_search	user_search_criteria	User search with criteria
admin_search	username	Username
admin_tabfiles	delete_lang	[delete]
admin_tabfiles	edit_the_langfile	Edit The $1 Language
admin_tabfiles	edit_the_language	Edit The Language
admin_tabfiles	language	Language
admin_tabfiles	modify_the	Modify the $1 below:
admin_table	edit_the	Edit The
admin_table	table	Table
admin_trove_cat_add	add	Add
admin_trove_cat_add	add_new_trove_category	Add New Trove Category
admin_trove_cat_add	error_in_trove_openration	Error In Trove Operation
admin_trove_cat_add	new_category_description	New category description (VARCHAR 255)
admin_trove_cat_add	new_category_full_name	New category full name (VARCHAR 80)
admin_trove_cat_add	new_category_short_name	New category short name (no spaces, unix-like)
admin_trove_cat_add	parent_category	Parent Category
admin_trove_cat_add	title	Site Admin: Trove - Add Node
admin_trove_cat_edit	cant_delete_has_subcategories	Can't delete, That trove cat has sub categories
admin_trove_cat_edit	delete	Delete
admin_trove_cat_edit	edit_trove_category	Edit Trove Category
admin_trove_cat_edit	error_trove_equal_parent	Error Parent Category can not be same as current
admin_trove_cat_edit	error_in_trove_operation	Error In Trove Operation
admin_trove_cat_edit	error_in_trove_operation_cant_delete	Error In Trove Operation, can't delete trove category define as default in local.inc
admin_trove_cat_edit	error_in_trove_operation_cant_delete_in_use	Can't delete that category since it's currently referenced by a project.
admin_trove_cat_edit	new_category_description	New category description (VARCHAR 255)
admin_trove_cat_edit	new_category_full_name	New category full name (VARCHAR 80)
admin_trove_cat_edit	new_category_short_name	New category short name (no spaces, unix-like)
admin_trove_cat_edit	no_such_category	No Such Category, That trove cat does not exist
admin_trove_cat_edit	parent_category	Parent Category:
admin_trove_cat_edit	title	Site Admin: Trove - Edit Category
admin_trove_cat_edit	update	Обновяване
admin_trove_cat_list	browse_trove_tree	Browse Trove Tree
admin_trove_cat_list	edit	Edit
admin_trove_cat_list	add	Add
admin_trove_cat_list	title	Site Admin: Trove - Category List
admin_unsubscribe	admin_initiaded_mail	Admin-initiated mailings
admin_unsubscribe	all	ALL
admin_unsubscribe	all_site_mailing	All site mailings
admin_unsubscribe	comm_mail	Comm. Mail.
admin_unsubscribe	email	Email
admin_unsubscribe	error_unsubscribe_user	Error, Could not unsubscribe user: 
admin_unsubscribe	mail	MAIL
admin_unsubscribe	real_name	Real Name
admin_unsubscribe	show_user_matching	Show users matching pattern
admin_unsubscribe	site_mail	Site Mail.
admin_unsubscribe	subscription_maintance	Site Mailings Subscription Maintenance
admin_unsubscribe	title	Site Mailings Subscription Maintenance
admin_unsubscribe	unsubscribe	Unsubscribe
admin_unsubscribe	unsubscribe_user	Unsubscribe user:
admin_unsubscribe	use_fields_bellow	Use field below to find users which match given pattern with the $1 username, real name, or email address (substring match is preformed, use '%' in the middle of pattern to specify 0 or more arbitrary characters). Click on the username to unsubscribe user from site mailings (new form will appear).
admin_unsubscribe	user_id	user_id
admin_unsubscribe	user_unsubscribed	User unsubscribed
admin_unsubscribe	username	Username
admin_unsubscribe	you_can_unsubscribe	You can unsubscribe user either from admin-initiated sitewide mailings or from all site mailings (admin-initiated and automated mailings, like forum and file release notifications).
admin_useredit	account_info	Account Information
admin_useredit	active	Active (A)
admin_useredit	could_not_complete_operation	Could Not Complete Operation
admin_useredit	current_confirm_bash	Current confirm hash:
admin_useredit	deleted	Deleted (D)
admin_useredit	email	Email:
admin_useredit	group_memerbership	Groups Membership
admin_useredit	membership_permissions	Member Permissions
admin_useredit	name	Name
admin_useredit	no_unix_account	No Unix account (N)
admin_useredit	operations	Operations
admin_useredit	pending	Pending (P)
admin_useredit	project_admin	Project Admin
admin_useredit	real_name	Real name
admin_useredit	suspended	Suspended (S)
admin_useredit	this_page_allows	This pages allows to change only direct properties of user object. To edit properties pertinent to user within specific group, visit admin page of that group (below).
admin_useredit	title	Site Admin: User Info
admin_useredit	unix_account_status	Unix Account Status
admin_useredit	unix_name	Unix Name
admin_useredit	unix_shell	Unix Shell:
admin_useredit	unix_status_updated_mirroring	Unix status updated mirroring web status, unless it has value 'No unix account (N)'
admin_useredit	update	Обновяване
admin_useredit	updated	Updated
admin_useredit	user_id	User ID:
admin_useredit	user_name	User name:
admin_useredit	web_account_status	Web account status
admin_userlist	activate	Activate
admin_userlist	active	Active
admin_userlist	add_date	Add date
admin_userlist	all_groups	All Groups
admin_userlist	delete	Delete
admin_userlist	deleted	Deleted
admin_userlist	devprofile	DevProfile
admin_userlist	key	Key
admin_userlist	login	Login
admin_userlist	pending	(*)Pending
admin_userlist	submit	Submit
admin_userlist	suspend	Suspend
admin_userlist	suspended	Suspended
admin_userlist	user_list_for_group	User list for group:
admin_userlist	user_updated	User updated to $1 status
admin_userlist	userlist	: User List
admin_vhost	add_virtual_host	Add Virtual Host
admin_vhost	cgi_dir	CGI Dir
admin_vhost	error_adding_vhost	Error adding VHOST: 
admin_vhost	error_updating_vhost	Error updating VHOST entry: 
admin_vhost	get_info	Get Info
admin_vhost	group	Group
admin_vhost	group_unix_name	Group Unix Name
admin_vhost	htdocs_dir	Htdocs Dir
admin_vhost	no_such_host	No such VHOST:
admin_vhost	operations	Operations
admin_vhost	scheduled_for_creation	scheduled for creation on group
admin_vhost	the_provided_group	The provided group name does not exist
admin_vhost	title	Site Admin
admin_vhost	tweak_directories	Tweak Directories
admin_vhost	update	Обновяване
admin_vhost	update_record	Update Record:
admin_vhost	vhost_id	VHOST ID
admin_vhost	vhost_name	VHOST Name
admin_vhost	virtual_host	Virtual Host:
admin_vhost	virtual_host_administration	Virtual Host Administration
admin_vhost	virtual_host_entry_updated	Virtual Host entry updated.
admin_vhost	virtual_host_name	Virtual Host Name
artifact_canned	required_fields	ArtifactCanned: name and assignee are Required
artifact_category	required_fields	ArtifactCategory: name and assignee are Required
calendar	april	April
calendar	august	August
calendar	comingyear	Coming Year
calendar	currentyear	Current Year
calendar	december	December
calendar	february	February
calendar	fordate	For date:
calendar	friday	Friday
calendar	invaliddate	Invalid date
calendar	invaliddateexplain	$1 is an invalid date.
calendar	invalidday	Invalid day
calendar	invaliddayexplain	Day must be between 1 and 31.
calendar	invalidmonth	Invalid month
calendar	invalidmonthexplain	Month must be between 1 and 12.
calendar	invalidtype	Invalid type
calendar	invalidtypeexplain	Type is invalid.
calendar	invalidyear	Invalid year
calendar	invalidyearexplain	Year must be between 1990 and 2020.
calendar	january	January
calendar	july	July
calendar	june	June
calendar	march	March
calendar	may	May
calendar	monday	Monday
calendar	november	November
calendar	october	October
calendar	onemonth	One Month
calendar	saturday	Saturday
calendar	selecteddate	Selected date (if different from today).
calendar	september	September
calendar	sunday	Sunday
calendar	task_begins	Task $1 Begins
calendar	task_ends	Task $1 Ends
calendar	task_link_title	Task Summary: $1
calendar	threemonth	Three Month
calendar	thursday	Thursday
calendar	title	Project Management: Calendar
calendar	todaysdate	Today's date.
calendar	tuesday	Tuesday
calendar	update	Обновяване
calendar	view	View:
calendar	wednesday	Wednesday
classgroup	acceptedproject	Your project registration for $7 has been approved.\n\nProject Full Name:  $1\nProject Unix Name:  $2\nSCM Server:         scm.$2.$3\nShell/Web Server:   $2.$3\n\nYour DNS will take up to a day to become active on our site.\nWhile waiting for your DNS to resolve, you may try shelling into \n$4 and pointing SCM to $5\n\nIf after 6 hours your shell/SCM accounts still do not work, please\nopen a support ticket so that we may take a look at the problem.\nPlease note that all shell/SCM accounts are closed to telnet and only\nwork with SSH1.\n\nYour web site is accessible through your shell account. Please read\nsite documentation (see link below) about intended usage, available\nservices, and directory layout of the account.\n\nIf you visit your\nown project page in $7 while logged in, you will find\nadditional menu functions to your left labeled \'Project Admin\'.\n\nWe highly suggest that you now visit $7 and create a public\ndescription for your project. This can be done by visiting your project\npage while logged in, and selecting \'Project Admin\' from the menus\non the left (or by visiting http://$3/project/admin/?group_id=$6\nafter login).\n\nYour project will also not appear in the Trove Software Map (primary\nlist of projects hosted on $7 which offers great flexibility in\nbrowsing and search) until you categorize it in the project administration\nscreens. So that people can find your project, you should do this now.\nVisit your project while logged in, and select \'Project Admin\' from the\nmenus on the left.\n\nEnjoy the system, and please tell others about $7. Let us know\nif there is anything we can do to help you.\n\n-- the $7 crew
classgroup	acceptedprojecttitle	$1 Project Approved
classgroup	newprojectnotification	New $1 Project Submitted\n\nProject Full Name:  $2\nSubmitted Description: $3\nLicense: $4\n\nPlease visit the following URL to approve or reject this project:\nhttp://$5/admin/approve-pending.php
classgroup	newprojectnotification_submitter	New $1 Project Submitted\n\nProject Full Name:  $2\nSubmitted Description: $3\nLicense: $4\n\nThe $1 admin team will now examine your project submission.  You will be notified of their decision.
classgroup	newprojectnotificationtitle	New $1 Project Submitted
classgroup	rejectedproject	Your project registration for $3 has been denied.\n\nProject Full Name:  $1\nProject Unix Name:  $2\n\nReasons for negative decision:\n\n
classgroup	rejectedprojecttitle	$1 Project Denied
common	login	Вход
common	logout	Изход
common	myaccount	Моят профил
common	newaccount	Регистрация
common_include_account	cvsreserved	Name is reserved for SCM.
common_include_account	dnsreserved	Name is reserved for DNS purposes.
common_include_account	illegal	Illegal character in name.
common_include_account	nospace	There cannot be any spaces in the login name.
common_include_account	nounderscore	Group name cannot contain underscore for DNS reasons.
common_include_account	sixchar	Password must be at least 6 characters.
common_include_account	toolong	Name is too long. It must be less than 15 characters.
common_include_account	tooshort	Name is too short. It must be at least 3 characters.
common_utils	priority_colors	Легенда на цветовете
contact	about_blurb	<p>This is the contact page for <b>$1</b> -- if you are having a problem with a project hosted by us please send your questions/info to the support/bug manager for that project. You can access those features by visiting that project's development home page at: <tt>http://$2/projects/&lt;project name&gt;</tt> and clicking the appropiate tool.</p><p>If you have a support request, bug report or wish to communicate directly with the $1 staff, please visit the <a href="/projects/siteadmin">$1 Master Project</a>.</p>
contact	title	Contact $1
developer	body	Body
developer	date	Date
developer	diary_and_notes	Дневник на
developer	entry_not_found	Entry Not Found For This User
developer	no_entries	Няма въведени бележки в този потребителски дневник
developer	no_user_selected	No User Selected
developer	subject	Subject
developer_monitor	error_inserting	Error inserting into user_diary_monitor
developer_monitor	monitoring_user	User is now being monitored
developer_monitor	monitoring_user_expl	<p>You will now be emailed this user's diary entries.</p><p>To turn off monitoring, simply click the <strong>Monitor user</strong> link again.</p>
developer_monitor	monitoring_user_off	Monitoring has been turned off
developer_monitor	monitoring_user_off_expl	You will not receive any more emails from this user
developer_monitor	title	Monitor a User
developer_monitor_choose_user	body	Error - Choose a User To Monitor First
developer_monitor_choose_user	title	Choose a User first
developer_rate	cannot_rate_yourself	You can't rate yourself
developer_rate	invalid_rating_value	ERROR - invalid rating value	
developer_rate	ratings_recorded	Ratings Recorded
developer_rate	ratings_recorded_body	You can re-rate this person by simply returning to their ratings page and re-submitting the info.
developer_rate	title	User Ratings Page
developer_rate	turned_off_body	You chose not to participate in the peer rating system
developer_rate	turned_off_title	Ratings turned off
docman	admin	Администриране
docman	description	Описание
docman	error_invalid_file_attack	Invalid file attack attempt $1
docman	error_no_docs	Няма публикувани документи
docman	error_no_groups_defined	No Document Groups defined
docman	submit_new	Публикуване на документ
docman	turned_off	This project has turned off the Doc Manager
docman	view_doc	Преглед на документите
docman_admin	add_edit_docgroups	Добавяне/редактиране на папки
docman_admin	section	Project: $1
docman_admin	title	Администриране
docman_admin_addgroups	section	Document Manager Administration
docman_admin_addgroups	title	Създаване и редактиране на папки
docman_admin_docedit	section	Document Manager
docman_admin_docedit	title	Редактиране на документ
docman_admin_editdocs	doc_contents	Съдържание на документа
docman_admin_editdocs	section	Document Manager Administration
docman_admin_editdocs	state	Състояние
docman_admin_editdocs	title	Edit Docs
docman_admin_editdocs	upload	OPTIONAL: Upload new file
docman_admin_editgroups	add_group	Създаване на нова папка
docman_admin_editgroups	description	 
docman_admin_editgroups	edit_group	Редактиране на папка
docman_admin_editgroups	group_id	ID
docman_admin_editgroups	group_name	Име
docman_admin_editgroups	new_group_name	Име
docman_admin_editgroups	section	Document Manager Administration
docman_admin_editgroups	title	Редактиране на папки
docman_admin_groupedit	section	Document Manager Administration
docman_admin_groupedit	title	Преименуване на папка
docman_common	error_min_desc_length	Описанието на документ трябва да бъде поне 10 символа
docman_common	error_min_title_length	Името трябва да бъде поне 5 символа
docman_common	no_docs	Няма намерени документи
docman_common_doc	invalid_docid	Невалиден идентификатор на документ
docman_common_docgroup	invalid_id	Невалиден идентификатор на папка
docman_common_docgroup	name_required	Името е задължително
docman_display_doc	all_languages	Всички езици
docman_display_doc	docmoved	Този документ беше преместен <a href="/docman/view.php/$1/$2">тук</a>
docman_display_doc	no_document_data_text	No document to display - invalid or inactive document number
docman_display_doc	no_document_data_title	No document data
docman_display_doc	section	Project: $1 
docman_display_doc	title	Document Manager: Display Document
docman_new	description	Описание
docman_new	doc_title	Име на документа
docman_new	error_blank_document	Error getting blank document
docman_new	file	Файл
docman_new	group	Папка в която да се постави документа
docman_new	intro	<strong>Публикуване на нов документ</strong>
docman_new	language	Език
docman_new	no_valid_group	Не е избрана валидна папка
docman_new	section	Проект: $1 
docman_new	state	Състояние
docman_new	submit	Публикуване
docman_new	upload_url	ИЛИ външен URL, където се намира документа
docman_new	submitted_successfully	Документът е добавен успешно
docman_new	title	Добавяне на документ
docman_new	upload_file	Файл със съдържанието на документа	
error	error_creating	Грешка при създаването
error	not_found	Страницата не е намерена
error	title	Страницата не е намерена
exit	choose_a_group	Error - Изберете папка
exit	choose_group_body	Не е избрана папка
exit	choose_group_title	Не е избрана папка
exit	exiting_with_error	Грешка
exit	missing_parameters_body	Error - missing required parameters
exit	missing_parameters_title	Error - missing parameters
exit	disabled_title	Error - disabled feature.
exit	disabled_body	The Site Administrator has turned off this feature.
frs	file_rel_date	Date
frs_file	error_already_exists	That filename already exists in this project space 
frs_file	error_cannot_move	File cannot be moved to the permanent location
frs_file	error_invalid_file	FRSFile Appears to be invalid
frs_file	error_min_name_length	FRSFile Name Must Be At Least 3 Characters
frs_file	error_name_format	FRSFile Name Should Be in This Example Format: gforge-3.0.tar.bz2
frs_package	error_already_exists	That filename already exists in this project space 
frs_package	error_cannot_move	File cannot be moved to the permanent location
frs_package	error_invalid_file	FRSFile Appears to be invalid
frs_package	error_min_name_length	FRSPackage Name Must Be At Least 3 Characters
frs_package	error_name_format	FRSPackage::Update: Package Name can only be alphanumeric
frs_package	error_set_monitor	You Can Only Monitor If You Are Logged In
frs_release	email_text	\n\nProject "$1" ('$2') has  \nreleased the new version of package '$3' \nYou can download it by following this link:\n $4\n\nYou receive this email because you\nrequested to be notified when new versions of this package\nwere released. If you don't wish to be notified in the\nfuture, please login to $5 and click this link: \n $6
frs_release	email_title	[$1 Release] $2
frs_release	error_already_exists	That release already exists in this project space 
frs_release	error_cannot_move	Release cannot be moved to the permanent location
frs_release	error_invalid_file	FRS Release  Appears to be invalid
frs_release	error_min_name_length	FRSPackage Name Must Be At Least 3 Characters
frs_release	error_name_format	FRS Release Name Should Be in This Example Format: gforge-3.0.tar.bz2
frs_release	error_set_monitor	You Can Only Monitor If You Are Logged In
help	page_information	Page Information
help	title	Welcome to $1
help_forum	close_window	Close Window
help_forum	attach_file	When you wish to attach a file to a tracker item you must check this checkbox before submitting changes.
help_forum	unknown_help_request	UNKNOWN HELP REQUEST:
help_tracker	assignee	This drop-down box represents the project administrator to which a tracker item is assigned.
help_tracker	attach_file	When you wish to attach a file to a tracker item you must check this checkbox before submitting changes.
help_tracker	canned_response	The canned response drop-down represents a list of project admin-defined canned responses to common support or bug submission.<br /><br /> If you are a project admin you can click the '(admin)' link to define your own canned responses
help_tracker	category	This drop-down box represents the Category of the tracker items which is a particular section of a project.<br /><br />Select 'Any' for a broader result set.
help_tracker	close_window	Close Window
help_tracker	comment	The comment textarea allows you to attach a comment to a tracker item when a canned response isn't appropriate.
help_tracker	data_type	The Data Type option determines the type of tracker item this is.  Since the tracker rolls into one the bug, patch, support, etc... managers you need to be able to determine which one of these an item should belong.<br /><br />This has the added benefit of enabling an admin to turn a support request into a bug.
help_tracker	priority	The priority option allows a user to define a tracker item priority (ranging from 1-Lowest to 9-Highest).<br /><br />This is especially helpful for bugs and support requests where a user might find a critical problem with a project.
help_tracker	group	This drop-down box represents the Group of the tracker items which is a list of project admin-defined options.<br /><br />If you are a project admin you can click the '(admin)' link to define your own groups.
help_tracker	monitor	You can monitor or un-monitor this item by clicking the "Monitor" button. <br /><br /><strong>Note!</strong> this will send you additional email. If you add comments to this item, or submitted, or are assigned this item, you will also get emails for those reasons as well!
help_tracker	resolution	The resolution option represents a tracker items resolution if any.
help_tracker	sort_by	The Sort By option allows you to determine how the browse results are sorted.<br /><br />  You can sort by ID, Priority, Summary, Open Date, Close Date, Submitter, or Assignee.  You can also have the results sorted in Ascending or Descending order.
help_tracker	status	This drop-down box represents the current status of a tracker item.<br /><br />You can set the status to 'Pending' if you are waiting for a response from the tracker item author.  When the author responds the status is automatically reset to that of 'Open'. Otherwise, if the author doesn't respond with an admin-defined amount of time (default is 14 days) then the item is given a status of 'Deleted'.
help_tracker	summary	The summary text-box represents a short tracker item summary. Useful when browsing through several tracker items.
help_tracker	unknown_help_request	UNKNOWN HELP REQUEST:
help_trove_cat	description	Описание
help_trove_cat	full_category_name	Full Category Name
help_trove_cat	no_such_category	No such trove category
help_trove_cat	short_name	Short Name
home	none_found	None Found
home	sfos	$1 OnSite
include_html	no_change	No Change
include_html	none	None
include_html	priority_highest	Highest
include_html	priority_lowest	Lowest
include_html	priority_medium	Medium
include_toolreport	all	All
include_toolreport	for	for
include_toolreport	key	Key
include_toolreport	last_days	Last day(s)
include_toolreport	last_months	Last month(s)
include_toolreport	last_weeks	Last week(s)
include_toolreport	last_years	Last year(s)
include_toolreport	no_data	No data found to report
include_toolreport	open	Open 
include_toolreport	project_lifespan	Project lifespan
include_toolreport	show	Show
mail	archives	$1 Archives
mail	choose_a_list	<p>Choose a list to browse, search, and post messages.</p>
mail	external_administration	Subscribe/Unsubscribe/Preferences
mail	help_to_request	 
mail	mailinglists_for	Mailing Lists for $1
mail	no_list_found	Няма създадени пощенски списъци за $1
mail	provided_by	<p>Mailing lists provided via a GForge version of <a href="http://www.list.org">GNU Mailman</a>.  Thanks to the Mailman and <a href="http://www.python.org">Python</a> crews for excellent software.</p>
mail	section	Project: $1
mail	title	Mailing Lists
mail	unable_to_get_lists	Unable to get the lists
mail_admin	add_list	Add Mailing List
mail_admin	error_getting_list	Error getting the list
mail_admin	pagetitle	Mailing List Administration
mail_admin	section	Mailing Lists
mail_admin	title	Mailing List Admin
mail_admin	update_list	Administrate/Update Lists
mail_admin_addlist	form_addlist	Създаване
mail_admin_addlist	form_description	Описание:
mail_admin_addlist	existing_mailing_lists	Existing mailing lists
mail_admin_addlist	form_ispublic	Флаг за публичност
mail_admin_addlist	form_name	Име на списъка:
mail_admin_addlist	list_added	List Added
mail_admin_addlist	pagetitle	Add a Mailing List
mail_admin_addlist	list_information	<p>Адреса на пощенския списък ще изглежда така:<br /><strong>projectname-listname@$1</strong></p><p>Създаването се извършва от фонов процес и ще отнеме най-много 10 минути.</p>
mail_admin_addlist	section	Mailing List Admin
mail_admin_addlist	title	Add List
mail_admin_addlist	warning	Веднъж създаден, този списък завинаги ще бъде асоцииран с Вашия проект и няма да може да бъде изтрит.
mail_admin_updatelist	admin_in_mailman	[Администриране на списъка в GNU/Mailman]
mail_admin_updatelist	form_description	Описание:
mail_admin_updatelist	form_ispublic	Флаг за публичност
mail_admin_updatelist	form_updatelist	Обновяване
mail_admin_updatelist	information	Оттук можете да настройвате пощенските списъци към Вашия проект. Списъците, които не са публични ще бъдат видими само за участниците в проекта. <br /><br />
mail_admin_updatelist	list	Списък
mail_admin_updatelist	list_updated	Списъкът е обновен успешно
mail_admin_updatelist	no_list_found	За този проект няма създадени пощенски списъци
mail_admin_updatelist	section	Администриране
mail_admin_updatelist	status	Статус
mail_admin_updatelist	title	Администриране
